line_no,diffmyers-HRegionServer.java,diffhistogram-HRegionServer.java,diffminimal-HRegionServer.java,diffpatience-HRegionServer.java
2838 , -    } catch (interruptedexception ex) { , -    } catch (ioexception ie) { , -    } catch (ioexception ie) { , -    } catch (ioexception ie) {
2839 ," -      throw new interruptedioexception(""nonce start operation interrupted""); ", -      for (int i = 0; i < mutations.size(); i++) { , -      for (int i = 0; i < mutations.size(); i++) { , -      for (int i = 0; i < mutations.size(); i++) {
2840 , -    } ," -        builder.addresultorexception(getresultorexception(ie', 'mutations.get(i).getindex())); "," -        builder.addresultorexception(getresultorexception(ie', 'mutations.get(i).getindex())); "," -        builder.addresultorexception(getresultorexception(ie', 'mutations.get(i).getindex()));"
2841 , -    if (!canproceed) { , -      } , -      } , -      }
2842 ," -      // todo: instead', 'we could convert append/increment to get w/mvcc ", -    } , -    } , -    }
2843 ," -      string message = ""the operation with nonce {"" + noncegroup + ""', '"" + mutation.getnonce() ", -    long after = environmentedgemanager.currenttimemillis(); , -    long after = environmentedgemanager.currenttimemillis(); , -    long after = environmentedgemanager.currenttimemillis();
2844 ," -          + ""} on row ["" + bytes.tostring(mutation.getrow().tobytearray()) ", -    if (batchcontainsputs) { , -    if (batchcontainsputs) { , -    if (batchcontainsputs) {
2845 ," -          + ""] may have already completed""; ", -      metricsregionserver.updateput(after - before); , -      metricsregionserver.updateput(after - before); , -      metricsregionserver.updateput(after - before);
2846 , -      throw new operationconflictexception(message); , -    } , -    } , -    }
2847 , -    } , -    if (batchcontainsdelete) { , -    if (batchcontainsdelete) { , -    if (batchcontainsdelete) {
2848 , -    return mutation.getnonce(); , -      metricsregionserver.updatedelete(after - before); , -      metricsregionserver.updatedelete(after - before); , -      metricsregionserver.updatedelete(after - before);
2849 , -  } , -    } , -    } , -    }
2850 , - , -  } , -  } , -  }
2851 , -  /** , -  private static resultorexception getresultorexception(final clientprotos.result r , -  private static resultorexception getresultorexception(final clientprotos.result r , -  private static resultorexception getresultorexception(final clientprotos.result r
2852 ," -   * ends nonce operation for a mutation', 'if needed. ", -      final int index) { , -      final int index) { , -      final int index) {
2853 , -   * @param mutation mutation. ," -    return getresultorexception(responseconverter.buildactionresult(r)', 'index); "," -    return getresultorexception(responseconverter.buildactionresult(r)', 'index); "," -    return getresultorexception(responseconverter.buildactionresult(r)', 'index);"
2854 , -   * @param noncegroup nonce group from the request. always 0 in initial implementation. , -  } , -  } , -  }
2855 , -   * @param success whether the operation for this nonce has succeeded. ," -  private static resultorexception getresultorexception(final exception e', 'final int index) { "," -  private static resultorexception getresultorexception(final exception e', 'final int index) { "," -  private static resultorexception getresultorexception(final exception e', 'final int index) {"
2856 , -   */ ," -    return getresultorexception(responseconverter.buildactionresult(e)', 'index); "," -    return getresultorexception(responseconverter.buildactionresult(e)', 'index); "," -    return getresultorexception(responseconverter.buildactionresult(e)', 'index);"
2857 ," -  private void endnonceoperation(final mutationproto mutation', 'long noncegroup ", -  } , -  } , -  }
2858 , -      boolean success) { , - , - , -
2859 , -    if (noncemanager == null || !mutation.hasnonce()) return; , -  private static resultorexception getresultorexception(final resultorexception.builder builder , -  private static resultorexception getresultorexception(final resultorexception.builder builder , -  private static resultorexception getresultorexception(final resultorexception.builder builder
2860 ," -    noncemanager.endoperation(noncegroup', 'mutation.getnonce()', 'success); ", -      final int index) { , -      final int index) { , -      final int index) {
2861 , -  } , -    return builder.setindex(index).build(); , -    return builder.setindex(index).build(); , -    return builder.setindex(index).build();
2862 , - , -  } , -  } , -  }
2863 , -  @override , - , - , -
2864 , -  public servernoncemanager getnoncemanager() { , -  /** , -  /** , -  /**
2865 , -    return this.noncemanager; , -   * execute a list of put/delete mutations. the function returns operationstatus instead of , -   * execute a list of put/delete mutations. the function returns operationstatus instead of , -   * execute a list of put/delete mutations. the function returns operationstatus instead of
2866 , -  } ," [""-   * constructing multiresponse to save a possible loop if caller doesn't need multiresponse.""] "," [""-   * constructing multiresponse to save a possible loop if caller doesn't need multiresponse.""] "," [""-   * constructing multiresponse to save a possible loop if caller doesn't need multiresponse.""]"
2867 , - , -   * @param region , -   * @param region , -   * @param region
2868 , -  /** , -   * @param mutations , -   * @param mutations , -   * @param mutations
2869 , -   * execute a list of put/delete mutations. , -   * @return an array of operationstatus which internally contains the operationstatuscode and the , -   * @return an array of operationstatus which internally contains the operationstatuscode and the , -   * @return an array of operationstatus which internally contains the operationstatuscode and the
2870 , -   * , -   *         exceptionmessage if any , -   *         exceptionmessage if any , -   *         exceptionmessage if any
2871 , -   * @param builder , -   * @throws ioexception , -   * @throws ioexception , -   * @throws ioexception
2872 , -   * @param region , -   */ , -   */ , -   */
2873 , -   * @param mutations , -  protected operationstatus [] doreplaybatchop(final hregion region , -  protected operationstatus [] doreplaybatchop(final hregion region , -  protected operationstatus [] doreplaybatchop(final hregion region
2874 , -   */ , -      final list<hlogsplitter.mutationreplay> mutations) throws ioexception { , -      final list<hlogsplitter.mutationreplay> mutations) throws ioexception { , -      final list<hlogsplitter.mutationreplay> mutations) throws ioexception {
2875 ," -  protected void dobatchop(final regionactionresult.builder builder', 'final hregion region ", -    hlogsplitter.mutationreplay[] marray = new hlogsplitter.mutationreplay[mutations.size()]; , -    hlogsplitter.mutationreplay[] marray = new hlogsplitter.mutationreplay[mutations.size()]; , -    hlogsplitter.mutationreplay[] marray = new hlogsplitter.mutationreplay[mutations.size()];
2876 ," -      final list<clientprotos.action> mutations', 'final cellscanner cells) { ", - , - , -
2877 , -    mutation[] marray = new mutation[mutations.size()]; , -    long before = environmentedgemanager.currenttimemillis(); , -    long before = environmentedgemanager.currenttimemillis(); , -    long before = environmentedgemanager.currenttimemillis();
2878 , -    long before = environmentedgemanager.currenttimemillis(); ," -    boolean batchcontainsputs = false', 'batchcontainsdelete = false; "," -    boolean batchcontainsputs = false', 'batchcontainsdelete = false; "," -    boolean batchcontainsputs = false', 'batchcontainsdelete = false;"
2879 ," -    boolean batchcontainsputs = false', 'batchcontainsdelete = false; ", -    try { , -    try { , -    try {
2880 , -    try { , -      int i = 0; , -      int i = 0; , -      int i = 0;
2881 , -      int i = 0; , -      for (hlogsplitter.mutationreplay m : mutations) { , -      for (hlogsplitter.mutationreplay m : mutations) { , -      for (hlogsplitter.mutationreplay m : mutations) {
2882 , -      for (clientprotos.action action: mutations) { , -        if (m.type == mutationtype.put) { , -        if (m.type == mutationtype.put) { , -        if (m.type == mutationtype.put) {
2883 , -        mutationproto m = action.getmutation(); , -          batchcontainsputs = true; , -          batchcontainsputs = true; , -          batchcontainsputs = true;
2884 , -        mutation mutation; , -        } else { , -        } else { , -        } else {
2885 , -        if (m.getmutatetype() == mutationtype.put) { , -          batchcontainsdelete = true; , -          batchcontainsdelete = true; , -          batchcontainsdelete = true;
2886 ," -          mutation = protobufutil.toput(m', 'cells); ", -        } , -        } , -        }
2887 , -          batchcontainsputs = true; , -        marray[i++] = m; , -        marray[i++] = m; , -        marray[i++] = m;
2888 , -        } else { , -      } , -      } , -      }
2889 ," -          mutation = protobufutil.todelete(m', 'cells); ", -      requestcount.add(mutations.size()); , -      requestcount.add(mutations.size()); , -      requestcount.add(mutations.size());
